Frame Number,Object ID,Object Class,Zone,Total Left ROI,Total Right ROI,Traffic Status
304,40,Car,Right Lane,2,9,Heavy
304,44,Car,Right Lane,2,9,Heavy
304,48,Car,Right Lane,2,9,Heavy
304,50,Car,Right Lane,2,9,Heavy
304,51,Truck,Right Lane,2,9,Heavy
304,52,Car,Right Lane,2,9,Heavy
305,22,Car,Left Lane,3,8,Heavy
305,25,Car,Left Lane,3,8,Heavy
305,28,Car,Right Lane,3,8,Heavy
305,33,Car,Right Lane,3,8,Heavy
305,38,Car,Right Lane,3,8,Heavy
305,40,Car,Right Lane,3,8,Heavy
305,44,Car,Right Lane,3,8,Heavy
305,48,Car,Right Lane,3,8,Heavy
305,50,Car,Left Lane,3,8,Heavy
305,51,Truck,Right Lane,3,8,Heavy
305,52,Car,Right Lane,3,8,Heavy
306,22,Car,Left Lane,3,8,Heavy
306,25,Car,Left Lane,3,8,Heavy
306,28,Car,Right Lane,3,8,Heavy
306,33,Car,Right Lane,3,8,Heavy
306,38,Car,Right Lane,3,8,Heavy
306,40,Car,Right Lane,3,8,Heavy
306,44,Car,Right Lane,3,8,Heavy
306,48,Car,Right Lane,3,8,Heavy
306,50,Car,Left Lane,3,8,Heavy
306,51,Truck,Right Lane,3,8,Heavy
306,52,Car,Right Lane,3,8,Heavy
307,22,Car,Left Lane,3,8,Heavy
307,25,Car,Left Lane,3,8,Heavy
307,28,Car,Right Lane,3,8,Heavy
307,33,Car,Right Lane,3,8,Heavy
307,38,Car,Right Lane,3,8,Heavy
307,40,Car,Right Lane,3,8,Heavy
307,44,Car,Right Lane,3,8,Heavy
307,48,Car,Right Lane,3,8,Heavy
307,50,Car,Left Lane,3,8,Heavy
307,51,Truck,Right Lane,3,8,Heavy
307,52,Car,Right Lane,3,8,Heavy
308,22,Car,Left Lane,4,7,Heavy
308,25,Car,Left Lane,4,7,Heavy
308,28,Car,Right Lane,4,7,Heavy
308,33,Car,Right Lane,4,7,Heavy
308,38,Car,Right Lane,4,7,Heavy
308,40,Car,Right Lane,4,7,Heavy
308,44,Car,Right Lane,4,7,Heavy
308,48,Car,Left Lane,4,7,Heavy
308,50,Car,Left Lane,4,7,Heavy
308,51,Truck,Right Lane,4,7,Heavy
308,52,Car,Right Lane,4,7,Heavy
309,22,Car,Left Lane,4,7,Heavy
309,25,Car,Left Lane,4,7,Heavy
309,28,Car,Right Lane,4,7,Heavy
309,33,Car,Right Lane,4,7,Heavy
309,38,Car,Right Lane,4,7,Heavy
309,40,Car,Right Lane,4,7,Heavy
309,44,Car,Right Lane,4,7,Heavy
309,48,Car,Left Lane,4,7,Heavy
309,50,Car,Left Lane,4,7,Heavy
309,51,Truck,Right Lane,4,7,Heavy
309,52,Car,Right Lane,4,7,Heavy
310,22,Car,Left Lane,4,7,Heavy
310,25,Car,Left Lane,4,7,Heavy
310,28,Car,Right Lane,4,7,Heavy
310,33,Car,Right Lane,4,7,Heavy
310,38,Car,Right Lane,4,7,Heavy
310,40,Car,Right Lane,4,7,Heavy
310,44,Car,Right Lane,4,7,Heavy
310,48,Car,Left Lane,4,7,Heavy
310,50,Car,Left Lane,4,7,Heavy
310,51,Truck,Right Lane,4,7,Heavy
310,52,Car,Right Lane,4,7,Heavy
311,22,Car,Left Lane,4,7,Heavy
311,25,Car,Left Lane,4,7,Heavy
311,28,Car,Right Lane,4,7,Heavy
311,33,Car,Right Lane,4,7,Heavy
311,38,Car,Right Lane,4,7,Heavy
311,40,Car,Right Lane,4,7,Heavy
311,44,Car,Right Lane,4,7,Heavy
311,48,Car,Left Lane,4,7,Heavy
311,50,Car,Left Lane,4,7,Heavy
311,51,Truck,Right Lane,4,7,Heavy
311,52,Car,Right Lane,4,7,Heavy
312,22,Car,Left Lane,4,7,Heavy
312,25,Car,Left Lane,4,7,Heavy
312,28,Car,Right Lane,4,7,Heavy
312,33,Car,Right Lane,4,7,Heavy
312,38,Car,Right Lane,4,7,Heavy
312,40,Car,Right Lane,4,7,Heavy
312,44,Car,Right Lane,4,7,Heavy
312,48,Car,Left Lane,4,7,Heavy
312,50,Car,Left Lane,4,7,Heavy
312,51,Truck,Right Lane,4,7,Heavy
312,52,Car,Right Lane,4,7,Heavy
313,22,Car,Left Lane,4,7,Heavy
313,25,Car,Left Lane,4,7,Heavy
313,28,Car,Right Lane,4,7,Heavy
313,33,Car,Right Lane,4,7,Heavy
313,38,Car,Right Lane,4,7,Heavy
313,40,Car,Right Lane,4,7,Heavy
313,44,Car,Right Lane,4,7,Heavy
313,48,Car,Left Lane,4,7,Heavy
313,50,Car,Left Lane,4,7,Heavy
313,51,Truck,Right Lane,4,7,Heavy
313,52,Car,Right Lane,4,7,Heavy
314,22,Car,Left Lane,4,7,Heavy
314,25,Car,Left Lane,4,7,Heavy
314,28,Car,Right Lane,4,7,Heavy
314,33,Car,Right Lane,4,7,Heavy
314,38,Car,Right Lane,4,7,Heavy
314,40,Car,Right Lane,4,7,Heavy
314,44,Car,Right Lane,4,7,Heavy
314,48,Car,Left Lane,4,7,Heavy
314,50,Car,Left Lane,4,7,Heavy
314,51,Truck,Right Lane,4,7,Heavy
314,52,Car,Right Lane,4,7,Heavy
315,22,Car,Left Lane,4,7,Heavy
315,25,Car,Left Lane,4,7,Heavy
315,28,Car,Right Lane,4,7,Heavy
315,33,Car,Right Lane,4,7,Heavy
315,38,Car,Right Lane,4,7,Heavy
315,40,Car,Right Lane,4,7,Heavy
315,44,Car,Right Lane,4,7,Heavy
315,48,Car,Left Lane,4,7,Heavy
315,50,Car,Left Lane,4,7,Heavy
315,51,Truck,Right Lane,4,7,Heavy
315,52,Car,Right Lane,4,7,Heavy
316,22,Car,Left Lane,4,7,Heavy
316,25,Car,Left Lane,4,7,Heavy
316,28,Car,Right Lane,4,7,Heavy
316,33,Car,Right Lane,4,7,Heavy
316,38,Car,Right Lane,4,7,Heavy
316,40,Car,Right Lane,4,7,Heavy
316,44,Car,Right Lane,4,7,Heavy
316,48,Car,Left Lane,4,7,Heavy
316,50,Car,Left Lane,4,7,Heavy
316,51,Truck,Right Lane,4,7,Heavy
316,52,Car,Right Lane,4,7,Heavy
317,22,Car,Left Lane,4,6,Moderate
317,25,Car,Left Lane,4,6,Moderate
317,28,Car,Right Lane,4,6,Moderate
317,38,Car,Right Lane,4,6,Moderate
317,40,Car,Right Lane,4,6,Moderate
317,44,Car,Right Lane,4,6,Moderate
317,48,Car,Left Lane,4,6,Moderate
317,50,Car,Left Lane,4,6,Moderate
317,51,Truck,Right Lane,4,6,Moderate
317,52,Car,Right Lane,4,6,Moderate
318,22,Car,Left Lane,4,6,Moderate
318,25,Car,Left Lane,4,6,Moderate
318,28,Car,Right Lane,4,6,Moderate
318,38,Car,Right Lane,4,6,Moderate
318,40,Car,Right Lane,4,6,Moderate
318,44,Car,Right Lane,4,6,Moderate
318,48,Car,Left Lane,4,6,Moderate
318,50,Car,Left Lane,4,6,Moderate
318,51,Truck,Right Lane,4,6,Moderate
318,52,Car,Right Lane,4,6,Moderate
319,22,Car,Left Lane,4,6,Moderate
319,25,Car,Left Lane,4,6,Moderate
319,28,Car,Right Lane,4,6,Moderate
319,38,Car,Right Lane,4,6,Moderate
319,40,Car,Right Lane,4,6,Moderate
319,44,Car,Right Lane,4,6,Moderate
319,48,Car,Left Lane,4,6,Moderate
319,50,Car,Left Lane,4,6,Moderate
319,51,Truck,Right Lane,4,6,Moderate
319,52,Car,Right Lane,4,6,Moderate
320,22,Car,Left Lane,4,7,Heavy
320,25,Car,Left Lane,4,7,Heavy
320,28,Car,Right Lane,4,7,Heavy
320,38,Car,Right Lane,4,7,Heavy
320,40,Car,Right Lane,4,7,Heavy
320,44,Car,Right Lane,4,7,Heavy
320,48,Car,Left Lane,4,7,Heavy
320,50,Car,Left Lane,4,7,Heavy
320,51,Truck,Right Lane,4,7,Heavy
320,52,Car,Right Lane,4,7,Heavy
320,53,Car,Right Lane,4,7,Heavy
321,22,Car,Left Lane,4,6,Moderate
321,25,Car,Left Lane,4,6,Moderate
321,28,Car,Right Lane,4,6,Moderate
321,38,Car,Right Lane,4,6,Moderate
321,40,Car,Right Lane,4,6,Moderate
321,44,Car,Right Lane,4,6,Moderate
321,48,Car,Left Lane,4,6,Moderate
321,50,Car,Left Lane,4,6,Moderate
321,51,Truck,Right Lane,4,6,Moderate
321,52,Car,Right Lane,4,6,Moderate
322,22,Car,Left Lane,4,6,Moderate
322,25,Car,Left Lane,4,6,Moderate
322,28,Car,Right Lane,4,6,Moderate
322,38,Car,Right Lane,4,6,Moderate
322,40,Car,Right Lane,4,6,Moderate
322,44,Car,Right Lane,4,6,Moderate
322,48,Car,Left Lane,4,6,Moderate
322,50,Car,Left Lane,4,6,Moderate
322,51,Truck,Right Lane,4,6,Moderate
322,52,Car,Right Lane,4,6,Moderate
323,22,Car,Left Lane,4,5,Moderate
323,25,Car,Left Lane,4,5,Moderate
323,38,Car,Right Lane,4,5,Moderate
323,40,Car,Right Lane,4,5,Moderate
323,44,Car,Right Lane,4,5,Moderate
323,48,Car,Left Lane,4,5,Moderate
323,50,Car,Left Lane,4,5,Moderate
323,51,Truck,Right Lane,4,5,Moderate
323,52,Car,Right Lane,4,5,Moderate
324,22,Car,Left Lane,4,5,Moderate
324,25,Car,Left Lane,4,5,Moderate
324,38,Car,Right Lane,4,5,Moderate
324,40,Car,Right Lane,4,5,Moderate
324,44,Car,Right Lane,4,5,Moderate
324,48,Car,Left Lane,4,5,Moderate
324,50,Car,Left Lane,4,5,Moderate
324,51,Truck,Right Lane,4,5,Moderate
324,52,Car,Right Lane,4,5,Moderate
325,22,Car,Left Lane,4,6,Moderate
325,25,Car,Left Lane,4,6,Moderate
325,38,Car,Right Lane,4,6,Moderate
325,40,Car,Right Lane,4,6,Moderate
325,44,Car,Right Lane,4,6,Moderate
325,48,Car,Left Lane,4,6,Moderate
325,50,Car,Left Lane,4,6,Moderate
325,51,Truck,Right Lane,4,6,Moderate
325,52,Car,Right Lane,4,6,Moderate
325,54,Car,Right Lane,4,6,Moderate
326,22,Car,Left Lane,4,5,Moderate
326,25,Car,Left Lane,4,5,Moderate
326,38,Car,Right Lane,4,5,Moderate
326,40,Car,Right Lane,4,5,Moderate
326,44,Car,Right Lane,4,5,Moderate
326,48,Car,Left Lane,4,5,Moderate
326,50,Car,Left Lane,4,5,Moderate
326,51,Truck,Right Lane,4,5,Moderate
326,52,Car,Right Lane,4,5,Moderate
327,22,Car,Left Lane,5,4,Moderate
327,25,Car,Left Lane,5,4,Moderate
327,38,Car,Left Lane,5,4,Moderate
327,40,Car,Right Lane,5,4,Moderate
327,44,Car,Right Lane,5,4,Moderate
327,48,Car,Left Lane,5,4,Moderate
327,50,Car,Left Lane,5,4,Moderate
327,51,Truck,Right Lane,5,4,Moderate
327,52,Car,Right Lane,5,4,Moderate
328,22,Car,Left Lane,4,4,Moderate
328,25,Car,Left Lane,4,4,Moderate
328,38,Car,Left Lane,4,4,Moderate
328,40,Car,Right Lane,4,4,Moderate
328,44,Car,Right Lane,4,4,Moderate
328,50,Car,Left Lane,4,4,Moderate
328,51,Truck,Right Lane,4,4,Moderate
328,52,Car,Right Lane,4,4,Moderate
329,25,Car,Left Lane,3,4,Moderate
329,38,Car,Left Lane,3,4,Moderate
329,40,Car,Right Lane,3,4,Moderate
329,44,Car,Right Lane,3,4,Moderate
329,50,Car,Left Lane,3,4,Moderate
329,51,Truck,Right Lane,3,4,Moderate
329,52,Car,Right Lane,3,4,Moderate
330,25,Car,Left Lane,3,5,Moderate
330,38,Car,Left Lane,3,5,Moderate
330,40,Car,Right Lane,3,5,Moderate
330,44,Car,Right Lane,3,5,Moderate
330,50,Car,Left Lane,3,5,Moderate
330,51,Truck,Right Lane,3,5,Moderate
330,52,Car,Right Lane,3,5,Moderate
330,55,Car,Right Lane,3,5,Moderate
331,25,Car,Left Lane,3,4,Moderate
331,38,Car,Left Lane,3,4,Moderate
331,40,Car,Right Lane,3,4,Moderate
331,44,Car,Right Lane,3,4,Moderate
331,50,Car,Left Lane,3,4,Moderate
331,51,Truck,Right Lane,3,4,Moderate
331,52,Car,Right Lane,3,4,Moderate
332,25,Car,Left Lane,3,5,Moderate
332,38,Car,Left Lane,3,5,Moderate
332,40,Car,Right Lane,3,5,Moderate
332,44,Car,Right Lane,3,5,Moderate
332,50,Car,Left Lane,3,5,Moderate
332,51,Truck,Right Lane,3,5,Moderate
332,52,Car,Right Lane,3,5,Moderate
332,56,Car,Right Lane,3,5,Moderate
333,25,Car,Left Lane,3,5,Moderate
333,38,Car,Left Lane,3,5,Moderate
333,40,Car,Right Lane,3,5,Moderate
333,44,Car,Right Lane,3,5,Moderate
333,50,Car,Left Lane,3,5,Moderate
333,51,Truck,Right Lane,3,5,Moderate
333,52,Car,Right Lane,3,5,Moderate
333,56,Car,Right Lane,3,5,Moderate
334,25,Car,Left Lane,3,5,Moderate
334,38,Truck,Left Lane,3,5,Moderate
334,40,Car,Right Lane,3,5,Moderate
334,44,Car,Right Lane,3,5,Moderate
334,50,Car,Left Lane,3,5,Moderate
334,51,Truck,Right Lane,3,5,Moderate
334,52,Car,Right Lane,3,5,Moderate
334,56,Car,Right Lane,3,5,Moderate
335,25,Car,Left Lane,3,5,Moderate
335,38,Truck,Left Lane,3,5,Moderate
335,40,Car,Right Lane,3,5,Moderate
335,44,Car,Right Lane,3,5,Moderate
335,50,Car,Left Lane,3,5,Moderate
335,51,Truck,Right Lane,3,5,Moderate
335,52,Car,Right Lane,3,5,Moderate
335,56,Car,Right Lane,3,5,Moderate
336,25,Car,Left Lane,3,5,Moderate
336,38,Truck,Left Lane,3,5,Moderate
336,40,Car,Right Lane,3,5,Moderate
336,44,Car,Right Lane,3,5,Moderate
336,50,Car,Left Lane,3,5,Moderate
336,51,Truck,Right Lane,3,5,Moderate
336,52,Car,Right Lane,3,5,Moderate
336,56,Car,Right Lane,3,5,Moderate
337,25,Car,Left Lane,3,5,Moderate
337,38,Truck,Left Lane,3,5,Moderate
337,40,Car,Right Lane,3,5,Moderate
337,44,Car,Right Lane,3,5,Moderate
337,50,Car,Left Lane,3,5,Moderate
337,51,Truck,Right Lane,3,5,Moderate
337,52,Car,Right Lane,3,5,Moderate
337,56,Car,Right Lane,3,5,Moderate
338,25,Car,Left Lane,3,5,Moderate
338,38,Truck,Left Lane,3,5,Moderate
338,40,Car,Right Lane,3,5,Moderate
338,44,Car,Right Lane,3,5,Moderate
338,50,Car,Left Lane,3,5,Moderate
338,51,Truck,Right Lane,3,5,Moderate
338,52,Car,Right Lane,3,5,Moderate
338,56,Car,Right Lane,3,5,Moderate
339,25,Car,Left Lane,3,6,Moderate
339,38,Truck,Left Lane,3,6,Moderate
339,40,Car,Right Lane,3,6,Moderate
339,44,Car,Right Lane,3,6,Moderate
339,50,Car,Left Lane,3,6,Moderate
339,51,Truck,Right Lane,3,6,Moderate
339,52,Car,Right Lane,3,6,Moderate
339,56,Car,Right Lane,3,6,Moderate
339,57,Car,Right Lane,3,6,Moderate
340,25,Car,Left Lane,3,6,Moderate
340,38,Truck,Left Lane,3,6,Moderate
340,40,Car,Right Lane,3,6,Moderate
340,44,Car,Right Lane,3,6,Moderate
340,50,Car,Left Lane,3,6,Moderate
340,51,Truck,Right Lane,3,6,Moderate
340,52,Car,Right Lane,3,6,Moderate
340,56,Car,Right Lane,3,6,Moderate
340,57,Car,Right Lane,3,6,Moderate
341,25,Car,Left Lane,3,6,Moderate
341,38,Truck,Left Lane,3,6,Moderate
341,40,Car,Right Lane,3,6,Moderate
341,44,Car,Right Lane,3,6,Moderate
341,50,Car,Left Lane,3,6,Moderate
341,51,Truck,Right Lane,3,6,Moderate
341,52,Car,Right Lane,3,6,Moderate
341,56,Car,Right Lane,3,6,Moderate
341,57,Car,Right Lane,3,6,Moderate
342,25,Car,Left Lane,4,5,Moderate
342,38,Truck,Left Lane,4,5,Moderate
342,40,Car,Left Lane,4,5,Moderate
342,44,Car,Right Lane,4,5,Moderate
342,50,Car,Left Lane,4,5,Moderate
342,51,Truck,Right Lane,4,5,Moderate
342,52,Car,Right Lane,4,5,Moderate
342,56,Car,Right Lane,4,5,Moderate
342,57,Car,Right Lane,4,5,Moderate
343,25,Car,Left Lane,4,5,Moderate
343,38,Truck,Left Lane,4,5,Moderate
343,40,Car,Left Lane,4,5,Moderate
343,44,Car,Right Lane,4,5,Moderate
343,50,Car,Left Lane,4,5,Moderate
343,51,Truck,Right Lane,4,5,Moderate
343,52,Car,Right Lane,4,5,Moderate
343,56,Car,Right Lane,4,5,Moderate
343,57,Car,Right Lane,4,5,Moderate
344,25,Car,Left Lane,4,5,Moderate
344,38,Truck,Left Lane,4,5,Moderate
344,40,Car,Left Lane,4,5,Moderate
344,50,Car,Left Lane,4,5,Moderate
344,51,Truck,Right Lane,4,5,Moderate
344,52,Car,Right Lane,4,5,Moderate
344,56,Car,Right Lane,4,5,Moderate
344,57,Car,Right Lane,4,5,Moderate
344,58,Car,Right Lane,4,5,Moderate
345,25,Car,Left Lane,4,4,Moderate
345,38,Truck,Left Lane,4,4,Moderate
345,40,Car,Left Lane,4,4,Moderate
345,50,Car,Left Lane,4,4,Moderate
345,51,Truck,Right Lane,4,4,Moderate
345,52,Car,Right Lane,4,4,Moderate
345,56,Car,Right Lane,4,4,Moderate
345,57,Car,Right Lane,4,4,Moderate
346,25,Car,Left Lane,4,4,Moderate
346,38,Truck,Left Lane,4,4,Moderate
346,40,Car,Left Lane,4,4,Moderate
346,50,Car,Left Lane,4,4,Moderate
346,51,Truck,Right Lane,4,4,Moderate
346,52,Car,Right Lane,4,4,Moderate
346,56,Car,Right Lane,4,4,Moderate
346,57,Car,Right Lane,4,4,Moderate
347,25,Car,Left Lane,4,4,Moderate
347,38,Truck,Left Lane,4,4,Moderate
347,40,Car,Left Lane,4,4,Moderate
347,50,Car,Left Lane,4,4,Moderate
347,51,Truck,Right Lane,4,4,Moderate
347,52,Car,Right Lane,4,4,Moderate
347,56,Car,Right Lane,4,4,Moderate
347,57,Car,Right Lane,4,4,Moderate
348,25,Car,Left Lane,4,4,Moderate
348,38,Truck,Left Lane,4,4,Moderate
348,40,Car,Left Lane,4,4,Moderate
348,50,Car,Left Lane,4,4,Moderate
348,51,Truck,Right Lane,4,4,Moderate
348,52,Car,Right Lane,4,4,Moderate
348,56,Car,Right Lane,4,4,Moderate
348,57,Car,Right Lane,4,4,Moderate
349,25,Car,Left Lane,4,4,Moderate
349,38,Truck,Left Lane,4,4,Moderate
349,40,Car,Left Lane,4,4,Moderate
349,50,Car,Left Lane,4,4,Moderate
349,51,Truck,Right Lane,4,4,Moderate
349,52,Car,Right Lane,4,4,Moderate
349,56,Car,Right Lane,4,4,Moderate
349,57,Car,Right Lane,4,4,Moderate
350,25,Car,Left Lane,4,4,Moderate
350,38,Truck,Left Lane,4,4,Moderate
350,40,Car,Left Lane,4,4,Moderate
350,50,Car,Left Lane,4,4,Moderate
350,51,Truck,Right Lane,4,4,Moderate
350,52,Car,Right Lane,4,4,Moderate
350,56,Car,Right Lane,4,4,Moderate
350,57,Car,Right Lane,4,4,Moderate
351,25,Car,Left Lane,4,4,Moderate
351,38,Truck,Left Lane,4,4,Moderate
351,40,Truck,Left Lane,4,4,Moderate
351,50,Car,Left Lane,4,4,Moderate
351,51,Truck,Right Lane,4,4,Moderate
351,52,Car,Right Lane,4,4,Moderate
351,56,Car,Right Lane,4,4,Moderate
351,57,Car,Right Lane,4,4,Moderate
352,25,Car,Left Lane,4,4,Moderate
352,38,Truck,Left Lane,4,4,Moderate
352,40,Truck,Left Lane,4,4,Moderate
352,50,Car,Left Lane,4,4,Moderate
352,51,Truck,Right Lane,4,4,Moderate
352,52,Car,Right Lane,4,4,Moderate
352,56,Car,Right Lane,4,4,Moderate
352,57,Car,Right Lane,4,4,Moderate
353,25,Car,Left Lane,5,4,Moderate
353,38,Truck,Left Lane,5,4,Moderate
353,40,Truck,Left Lane,5,4,Moderate
353,50,Car,Left Lane,5,4,Moderate
353,51,Truck,Right Lane,5,4,Moderate
353,52,Car,Right Lane,5,4,Moderate
353,56,Car,Right Lane,5,4,Moderate
353,57,Car,Right Lane,5,4,Moderate
353,59,Truck,Left Lane,5,4,Moderate
354,25,Car,Left Lane,4,4,Moderate
354,38,Truck,Left Lane,4,4,Moderate
354,40,Truck,Left Lane,4,4,Moderate
354,50,Car,Left Lane,4,4,Moderate
354,51,Truck,Right Lane,4,4,Moderate
354,52,Car,Right Lane,4,4,Moderate
354,56,Car,Right Lane,4,4,Moderate
354,57,Car,Right Lane,4,4,Moderate
355,25,Car,Left Lane,4,4,Moderate
355,38,Truck,Left Lane,4,4,Moderate
355,40,Truck,Left Lane,4,4,Moderate
355,50,Car,Left Lane,4,4,Moderate
355,51,Truck,Right Lane,4,4,Moderate
355,52,Car,Right Lane,4,4,Moderate
355,56,Car,Right Lane,4,4,Moderate
355,57,Car,Right Lane,4,4,Moderate
356,25,Car,Left Lane,4,4,Moderate
356,38,Truck,Left Lane,4,4,Moderate
356,40,Truck,Left Lane,4,4,Moderate
356,50,Car,Left Lane,4,4,Moderate
356,51,Truck,Right Lane,4,4,Moderate
356,52,Car,Right Lane,4,4,Moderate
356,56,Car,Right Lane,4,4,Moderate
356,57,Car,Right Lane,4,4,Moderate
357,25,Car,Left Lane,4,4,Moderate
357,38,Truck,Left Lane,4,4,Moderate
357,40,Truck,Left Lane,4,4,Moderate
357,50,Car,Left Lane,4,4,Moderate
357,51,Truck,Right Lane,4,4,Moderate
357,52,Car,Right Lane,4,4,Moderate
357,56,Car,Right Lane,4,4,Moderate
357,57,Car,Right Lane,4,4,Moderate
358,25,Car,Left Lane,4,4,Moderate
358,38,Truck,Left Lane,4,4,Moderate
358,40,Truck,Left Lane,4,4,Moderate
358,50,Car,Left Lane,4,4,Moderate
358,51,Truck,Right Lane,4,4,Moderate
358,52,Car,Right Lane,4,4,Moderate
358,56,Car,Right Lane,4,4,Moderate
358,57,Car,Right Lane,4,4,Moderate
359,25,Car,Left Lane,3,4,Moderate
359,38,Truck,Left Lane,3,4,Moderate
359,40,Truck,Left Lane,3,4,Moderate
359,51,Truck,Right Lane,3,4,Moderate
359,52,Car,Right Lane,3,4,Moderate
359,56,Car,Right Lane,3,4,Moderate
359,57,Car,Right Lane,3,4,Moderate
360,25,Car,Left Lane,3,4,Moderate
360,38,Truck,Left Lane,3,4,Moderate
360,40,Truck,Left Lane,3,4,Moderate
360,51,Truck,Right Lane,3,4,Moderate
360,52,Car,Right Lane,3,4,Moderate
360,56,Car,Right Lane,3,4,Moderate
360,57,Car,Right Lane,3,4,Moderate
361,25,Car,Left Lane,4,4,Moderate
361,38,Truck,Left Lane,4,4,Moderate
361,40,Truck,Left Lane,4,4,Moderate
361,51,Truck,Right Lane,4,4,Moderate
361,52,Car,Right Lane,4,4,Moderate
361,56,Car,Left Lane,4,4,Moderate
361,57,Car,Right Lane,4,4,Moderate
361,60,Car,Right Lane,4,4,Moderate
362,25,Car,Left Lane,4,3,Moderate
362,38,Truck,Left Lane,4,3,Moderate
362,40,Truck,Left Lane,4,3,Moderate
362,51,Truck,Right Lane,4,3,Moderate
362,52,Car,Right Lane,4,3,Moderate
362,56,Car,Left Lane,4,3,Moderate
362,57,Car,Right Lane,4,3,Moderate
363,25,Car,Left Lane,4,3,Moderate
363,38,Truck,Left Lane,4,3,Moderate
363,40,Truck,Left Lane,4,3,Moderate
363,51,Truck,Right Lane,4,3,Moderate
363,52,Car,Right Lane,4,3,Moderate
363,56,Car,Left Lane,4,3,Moderate
363,57,Car,Right Lane,4,3,Moderate
364,25,Car,Left Lane,4,3,Moderate
364,38,Truck,Left Lane,4,3,Moderate
364,40,Truck,Left Lane,4,3,Moderate
364,51,Truck,Right Lane,4,3,Moderate
364,52,Car,Right Lane,4,3,Moderate
364,56,Car,Left Lane,4,3,Moderate
364,57,Car,Right Lane,4,3,Moderate
365,25,Car,Left Lane,4,3,Moderate
365,38,Truck,Left Lane,4,3,Moderate
365,40,Truck,Left Lane,4,3,Moderate
365,51,Truck,Right Lane,4,3,Moderate
365,52,Car,Right Lane,4,3,Moderate
365,56,Car,Left Lane,4,3,Moderate
365,57,Car,Right Lane,4,3,Moderate
366,25,Car,Left Lane,4,4,Moderate
366,38,Truck,Left Lane,4,4,Moderate
366,40,Truck,Left Lane,4,4,Moderate
366,51,Truck,Right Lane,4,4,Moderate
366,52,Car,Right Lane,4,4,Moderate
366,56,Car,Left Lane,4,4,Moderate
366,57,Car,Right Lane,4,4,Moderate
366,61,Car,Right Lane,4,4,Moderate
367,38,Truck,Left Lane,3,4,Moderate
367,40,Truck,Left Lane,3,4,Moderate
367,51,Truck,Right Lane,3,4,Moderate
367,52,Car,Right Lane,3,4,Moderate
367,56,Car,Left Lane,3,4,Moderate
367,57,Car,Right Lane,3,4,Moderate
367,61,Car,Right Lane,3,4,Moderate
368,38,Truck,Left Lane,3,4,Moderate
368,40,Truck,Left Lane,3,4,Moderate
368,51,Truck,Right Lane,3,4,Moderate
368,52,Car,Right Lane,3,4,Moderate
368,56,Car,Left Lane,3,4,Moderate
368,57,Car,Right Lane,3,4,Moderate
368,61,Car,Right Lane,3,4,Moderate
369,38,Truck,Left Lane,3,4,Moderate
369,40,Truck,Left Lane,3,4,Moderate
369,51,Truck,Right Lane,3,4,Moderate
369,52,Car,Right Lane,3,4,Moderate
369,56,Car,Left Lane,3,4,Moderate
369,57,Car,Right Lane,3,4,Moderate
369,61,Car,Right Lane,3,4,Moderate
370,38,Truck,Left Lane,3,4,Moderate
370,40,Car,Left Lane,3,4,Moderate
370,51,Truck,Right Lane,3,4,Moderate
370,52,Car,Right Lane,3,4,Moderate
370,56,Car,Left Lane,3,4,Moderate
370,57,Car,Right Lane,3,4,Moderate
370,61,Car,Right Lane,3,4,Moderate
371,38,Truck,Left Lane,3,4,Moderate
371,40,Car,Left Lane,3,4,Moderate
371,51,Truck,Right Lane,3,4,Moderate
371,52,Car,Right Lane,3,4,Moderate
371,56,Car,Left Lane,3,4,Moderate
371,57,Car,Right Lane,3,4,Moderate
371,61,Car,Right Lane,3,4,Moderate
372,38,Truck,Left Lane,3,4,Moderate
372,40,Car,Left Lane,3,4,Moderate
372,51,Truck,Right Lane,3,4,Moderate
372,52,Car,Right Lane,3,4,Moderate
372,56,Car,Left Lane,3,4,Moderate
372,57,Car,Right Lane,3,4,Moderate
372,61,Car,Right Lane,3,4,Moderate
373,38,Truck,Left Lane,3,4,Moderate
373,40,Car,Left Lane,3,4,Moderate
373,51,Truck,Right Lane,3,4,Moderate
373,52,Car,Right Lane,3,4,Moderate
373,56,Car,Left Lane,3,4,Moderate
373,57,Car,Right Lane,3,4,Moderate
373,61,Car,Right Lane,3,4,Moderate
374,38,Truck,Left Lane,3,4,Moderate
374,40,Car,Left Lane,3,4,Moderate
374,51,Truck,Right Lane,3,4,Moderate
374,52,Car,Right Lane,3,4,Moderate
374,56,Car,Left Lane,3,4,Moderate
374,57,Car,Right Lane,3,4,Moderate
374,61,Car,Right Lane,3,4,Moderate
375,38,Truck,Left Lane,3,4,Moderate
375,40,Car,Left Lane,3,4,Moderate
375,51,Truck,Right Lane,3,4,Moderate
375,52,Car,Right Lane,3,4,Moderate
375,56,Car,Left Lane,3,4,Moderate
375,57,Car,Right Lane,3,4,Moderate
375,61,Car,Right Lane,3,4,Moderate
376,38,Truck,Left Lane,3,4,Moderate
376,40,Car,Left Lane,3,4,Moderate
376,51,Truck,Right Lane,3,4,Moderate
376,52,Car,Right Lane,3,4,Moderate
376,56,Car,Left Lane,3,4,Moderate
376,57,Car,Right Lane,3,4,Moderate
376,61,Car,Right Lane,3,4,Moderate
377,38,Truck,Left Lane,3,4,Moderate
377,40,Car,Left Lane,3,4,Moderate
